elementId,publicTitle,assignedPrimaryRenderer,firstVisibleAnalysis,secondaryVisualization,rawOrEntityListPosition,measureCount,measures,dimensionCount,dimensions,units,yearRange,selectors,interpretation,mapLinkage,runtimeReviewResult,runtimeVerified
C-012,민관협력·조달 제도,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",24,PPP 법률 유무 | PPP 법률 유무 | PPP 법률 유무 | PPP 법률 유무 | PPP 전담 기관 | PPP 전담 기관 | PPP 프로젝트 이력 (건수) | PPP 프로젝트 이력 (건수) | PPP 프로젝트 이력 (건수) | PPP 프로젝트 이력 (건수) | VfM(Value for Money) 평가 의무 여부 | 계약 유형 (BOT / BOO / Concession 등) | 계약 유형 (BOT / BOO / Concession 등) | 법령 제 | 법령 제 | 분쟁해결 | 원본 링크 (URL) | 재무 요건 (자기자본 | 재무 요건 (자기자본 | 적용대상 분야 및 프로젝트 분류 | 적용대상 분야 및 프로젝트 분류 | 조달 방식 (경쟁입찰 / 협상 / 지명) | 조달 방식 (경쟁입찰 / 협상 / 지명) | 투자자 인센티브,5,분류 | 세부 분류 | detail_2 | 기간 | 연도,문서번호 | 법률 | 시행령번호 | 일자 | — | 기관 | 건 | 백만 USD | 행 | 계약유형 | 종 | 시행일 | 관할 | URL | % | 비율 | 단계 | 방식,1994–2026,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,not-required,false,verified-in-production-dom,true
C-013,외국인 투자제도,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",34,(참고) 소액투자자 보호 | (참고) 창업 소요일수 | (참고) 창업 절차 수 | FTA 건수 | 미-베트남 BIT 체결 여부 | 발효 BIT 건수 | 법인세 50% 감면기간 | 법인세 면제기간 | 법인세 우대세율 | 법인세 표준세율 | 부실은행 인수 | 성 | 성 | 성 | 성 | 성 비조세 투자지원 실례 | 송금 전 SBV 사전통지 기한 | 송금 통화 | 수익 송금 조건 | 수입관세 면제 여부 | 시장접근 조건부 업종 수 | 외국인 지분 한도(일반 원칙) | 은행업 개인 외국인투자자 한도 | 은행업 기관 외국인투자자 한도 | 은행업 외국인 지분 총한도 | 은행업 전략적 투자자 한도 | 인센티브 우대 분야 | 인센티브 우대 지역 | 지방 인센티브 권한 | 지방 인센티브 권한 | 토지 | 통신(OTT | 투자조항 포함 협정(TIP) 건수 | 항공,4,분류 | 세부 분류 | 기간 | 연도,점 | 일 | 절차 | 건 | — | 년 | % | 십억 VND(tỷ đồng) | 영업일 | 개 업종 | 개,2020–2026,측정항목 | 분류 | 세부 분류 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-014,사업 인허가 절차,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",29,건축 허가 절차 | 건축 허가 절차 | 건축 허가 절차 | 건축 허가 절차 | 데이터 출처 및 산정 방법 | 데이터 출처 및 산정 방법 | 데이터 출처 및 산정 방법 | 원본 링크 (URL) | 인허가 유형별 비교 (절차 수 | 인허가 유형별 비교 (절차 수 | 인허가 유형별 비교 (절차 수 | 전력 사업 허가 절차 | 전력 사업 허가 절차 | 전력 사업 허가 절차 | 전력 사업 허가 절차 | 전력 사업 허가 절차 | 전력 사업 허가 절차 | 토지 취득 절차 | 토지 취득 절차 | 토지 취득 절차 | 토지 취득 절차 | 토지 취득 절차 | 품질 | 품질 | 환경영향평가(EIA) 절차 | 환경영향평가(EIA) 절차 | 환경영향평가(EIA) 절차 | 환경영향평가(EIA) 절차 | 환경영향평가(EIA) 절차,5,분류 | 세부 분류 | 기간 | 기술 | 연도,"% (창고가치 대비) | VND | 일 | 절차 | — | 통화 | URL | % (1인당 소득 대비) | 년 | % (재산가치 대비) | 일(온라인, 1일 미만) | /15 | /8 | 백만 VND",2020–2026,측정항목 | 분류 | 세부 분류 | 연도,covered,false,verified-in-production-dom,true
C-015,정책·제도 원문자료,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,정책 문서 원본 링크 레지스트리 | 지정 출처 상태 및 데이터 보완 이력,6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,URL | —,2016–2026,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,not-required,false,verified-in-production-dom,true
C-016,재생에너지 발주·확대계획,spatial-analysis,복수 측정항목 추세,지역 선택 상세와 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",12,개정 PDP8 부록II 지역별 재생에너지 배분 | 개정 PDP8 부록II 지역별 재생에너지 배분 | 국가 RE 용량 목표 | 대상 기술 | 대상 기술 | 발주 기관 | 사업자 선정 방식 | 사업자 선정 방식 | 사업자 선정 방식 | 입찰 | 입찰 | 입찰,7,분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 기술 | 연도,MW | 개 | 7종 | 기관 | % | % (전체 전력량 대비) | 제도 | — | 기간 | 시점,2021–2050,측정항목 | 분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 연도,not-required,true,verified-in-production-dom,true
C-017,재생에너지 투자 인센티브,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",12,미도입 인센티브 유형 | 성별 재생에너지 지원제도 | 성별 재생에너지 지원제도 | 인센티브 유형 | 인센티브 유형 | 인센티브 유형 | 인센티브 유형 | 인센티브 유형 | 인센티브 유형 | 인센티브 유형 | 인센티브 조건 (가격 / 기간 / 용량) | 인센티브 조건 (가격 / 기간 / 용량),7,분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 기술 | 연도,— | 건 | % (총발전량 상한) | %(15년) | VND/kWh | đồng/kWh | 년 | 년(최대) | %,2016–2026,측정항목 | 분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 연도,not-required,false,verified-in-production-dom,true
C-018,중장기 에너지 전망,scenario-comparison,복수 측정항목 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",15,RE 비중 목표 | 도매 전력시장 가격 공표 | 발전 설비 확충 계획 | 실적 전력가격 | 실적 전력가격 | 실적 전력가격 | 에너지 수요 전망 | 에너지 수요 전망 | 전력 수요 성장률 | 전력 수출입 계획 | 전력 수출입 계획 | 전력부문 온실가스(GHG) 배출 전망 | 전망 기관 | 전망 기관 | 표준 PPA 근거,7,분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 기술 | 연도,% | — | MW | UScent/kWh | VND/kWh | đồng/kWh | 십억kWh | %/년 | 백만톤CO₂ | 기관,2024–2050,측정항목 | 분류 | 세부 분류 | detail_2 | detail_3 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-019,탄소시장 법·제도와 예산,policy-timeline,정책 타임라인,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",33,C-019 | C-019 | C-019 ① | C-019 ① | C-019 ① | C-019 ① | C-019 ① | C-019 ① | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ② | C-019 ③ | C-019 ③ | C-019 ③ | C-019 ④ | ETS 유연성 | ETS 유연성 | ETS 유연성 | MRV(모니터링 | MRV(모니터링 | 법적 근거 체계 (모법 | 법적 근거 체계 (모법 | 법적 근거 체계 (모법 | 시장 규제 | 원본 링크 (URL),6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,— | 개사 | USD/tCO₂e | VND/L | đồng/L | đồng/kg | đồng/t | % | MtCO₂e | VND | VND/tCO₂e | tCO₂e | 개 | 기간 | 년월 | 년월일 | VND/kWh | 시행령번호 | 년 | 결정번호 | 법률번호 | URL,2019–2029,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-020,온실가스 감축사업 기초정보,status-only,상태와 향후 수집방향,없음,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",0,,0,,,null–null,,not-required,false,verified-in-production-dom,true
C-021,자발적 탄소시장 사업목록,status-only,상태와 향후 수집방향,없음,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",0,,0,,,null–null,,not-required,false,verified-in-production-dom,true
C-022,탄소시장 준비도,capability-scorecard,역량 스코어카드,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",19,ETS 시범사업 로드맵 | MRV(모니터링 | 배출허용총량(배출예산) | 법적 | 법적 | 상쇄배출권(오프셋) 적격기준 | 소관기관 | 수집 상태 및 보완 경로 | 시장 규제 및 시장설계 | 원본 링크 (URL) | 유연성 메커니즘 | 유연성 메커니즘 | 유연성 메커니즘 | 이행의무 및 제재 | 이행의무 및 제재 | 적용대상 부문 및 시설 | 탄소시장 준비도 | 탄소시장 준비도 | 할당 방식,6,분류 | 세부 분류 | detail_2 | 기간 | 기술 | 연도,기간 | — | MtCO₂e | % | URL | %(배분기간별 상쇄의무 대비) | %(익기 배분량 대비) | 백만 đồng | 개 | 점,2020–2030,측정항목 | 분류 | 세부 분류 | detail_2 | 기간 | 연도,covered,false,verified-in-production-dom,true
C-023,한계저감비용,status-only,상태와 향후 수집방향,없음,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",0,,0,,,null–null,,not-required,false,verified-in-production-dom,true
C-024,산림전용 방지 및 산림보전(REDD+),capability-scorecard,역량 스코어카드,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",9,FREL/FRL 제출 여부 | RBP 검증 배출감축량 | REDD+ 결과기반지불 | REDD+ 결과기반지불 | REDD+ 결과기반지불 | REDD+ 국가전략 수립 여부 | 세이프가드 정보시스템(SIS) 구축 여부 | 수정 FRL 값 | 참여 기금,4,분류 | 세부 분류 | 기술 | 연도,— | MtCO₂e | USD/tCO₂e | 백만 USD | tCO₂e/yr,2016–2026,측정항목 | 분류 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
C-025,탄소크레딧 사업 및 발행실적,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",16,CDM 크레딧 소각량 | GCC 등록 심사중 프로젝트 수 | GCC 등록 프로젝트 검증 연간 감축량 합계 | GCC 등록 프로젝트 수 | Gold Standard 등록 프로젝트 수 | Gold Standard 연간 예상 크레딧 합계 | Gold Standard 인증 완료 | JCM 등록 프로젝트 수 | JCM 베트남 배분량 | JCM 크레딧 발행량 | JCM 크레딧 소각량 | VCM 프로젝트 총계(Verra+GS) | Verra VCS 등록 프로젝트 수 | Verra VCS 등록완료(Registered) | Verra VCS 연간 예상 감축량 합계 | 탄소크레딧 프로젝트 레지스트리 (Verra VCS,8,세부 분류 | 레코드 유형 | 기간 | status | 기술 | technologyField | technologyMappingBasis | 연도,tCO₂e | 건 | tCO₂e/년 | tCO₂e/yr | —,2025–2026,측정항목 | status | technologyField | 연도,not-required,true,verified-in-production-dom,true
D-001,단위 사업당 CAPEX,technology-comparison,범주 비교,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,단위 사업당 CAPEX,5,분류 | 세부 분류 | detail_2 | 기술 | 연도,USD/kW,2024–2024,분류 | 세부 분류 | detail_2 | 기술,not-required,false,verified-in-production-dom,true
D-002,시장 성장률,technology-comparison,범주 비교,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,시장 성장률,4,분류 | 세부 분류 | 기술 | 연도,%,2030–2030,분류 | 기술,not-required,false,verified-in-production-dom,true
D-003,예상 감축량,technology-comparison,범주 비교,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,예상 감축량 | 예상 감축량,4,분류 | 세부 분류 | 기술 | 연도,tCO2/20년·MW | tCO2/년·MW,2023–2023,측정항목 | 분류 | 세부 분류 | 기술,not-required,false,verified-in-production-dom,true
D-004,크레딧 가격 연동 수익성,technology-comparison,범주 비교,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,크레딧 가격 연동 수익성,4,분류 | 세부 분류 | 기술 | 연도,%,2026–2026,분류 | 기술,covered,false,verified-in-production-dom,true
D-005,감축/적응 구분별 예산 배분 비율,composition-trend,이 데이터로 확인할 수 있는 내용,선택연도 구성 상세,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,감축/적응 구분별 예산 배분 비율,3,분류 | 세부 분류 | 연도,%,2010–2020,분류 | 세부 분류 | 연도,covered,false,verified-in-production-dom,true
D-006,기후 관련 조세 수입,multi-metric-trend,복수 측정항목 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",4,기후 관련 조세 수입 | 기후 관련 조세 수입 | 기후 관련 조세 수입 | 기후 관련 조세 수입,3,분류 | 세부 분류 | 연도,% | USD/tCO2e | VND | VND/L,2014–2026,측정항목 | 분류 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
D-007,"기후예산태깅(CBT, Climate Budget Tagging) 도입 여부 및 수준",policy-timeline,정책 타임라인,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,기후예산태깅(CBT),3,분류 | 세부 분류 | 연도,구분,2015–2022,분류 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
D-008,주관 부처별 기후 예산 규모,multi-metric-trend,복수 측정항목 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,주관 부처별 기후 예산 규모 | 주관 부처별 기후 예산 규모,3,분류 | 세부 분류 | 연도,% | VND,2012–2020,측정항목 | 분류 | 세부 분류 | 연도,not-required,true,verified-in-production-dom,true
D-009,기후대응·기후기술 관련 정부 예산,multi-metric-trend,복수 측정항목 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,기후대응 정부 예산 | 기후대응 정부 예산 | 기후대응 정부 예산,3,분류 | 세부 분류 | 연도,% | USD | VND,2013–2020,측정항목 | 분류 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
D-010,화석연료 보조금 규모,multi-metric-trend,복수 측정항목 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,화석연료 보조금 규모 | 화석연료 보조금 규모 | 화석연료 보조금 규모,3,분류 | 세부 분류 | 연도,% | USD | USD/L,2020–2024,측정항목 | 분류 | 세부 분류 | 연도,covered,false,verified-in-production-dom,true
D-011,개도국 내 각국별 ODA 규모,technology-comparison,범주 비교,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,개도국 내 각국별 ODA 규모,4,분류 | 세부 분류 | 기술 | 연도,USD,2020–2024,분류 | 세부 분류 | 연도,not-required,false,verified-in-production-dom,true
D-012,경쟁국 민간기업의 개도국 진출 현황,technology-comparison,범주 비교,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,경쟁국 민간기업의 개도국 진출 현황 | 경쟁국 민간기업의 개도국 진출 현황,7,capacity | 분류 | 세부 분류 | 레코드 유형 | 기술 | technologyField | 연도,MW | 건,2026–2026,측정항목 | capacity | 분류 | 세부 분류 | technologyField,not-required,false,verified-in-production-dom,true
D-013,녹색성장지수,score-trend,핵심 지표와 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,GGGI Green Growth Index,3,분류 | 세부 분류 | 연도,점,2024–2024,분류 | 세부 분류,covered,false,verified-in-production-dom,true
D-014,대외경제협력기금 사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,EDCF 프로젝트 | EDCF 프로젝트,6,분류 | 세부 분류 | 레코드 유형 | status | 기술 | 연도,USD | 건,2024–2024,측정항목 | 분류 | 세부 분류 | status,not-required,false,verified-in-production-dom,true
D-015,한국 공적개발원조 사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,ODA Korea 프로젝트 | ODA Korea 프로젝트,6,분류 | 세부 분류 | 레코드 유형 | status | 기술 | 연도,USD | 건,2024–2024,측정항목 | 분류 | 세부 분류 | status,not-required,false,verified-in-production-dom,true
D-016,정부·지방자치단체 협력사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,지자체 | 지자체,7,분류 | 세부 분류 | 레코드 유형 | organizationType | status | 기술 | 연도,USD | 건,2024–2024,측정항목 | 분류 | 세부 분류 | organizationType | status,not-required,false,verified-in-production-dom,true
D-017,한국 ODA 사업기획·입찰,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,한국 ODA 기관 PCP/입찰 현황 | 한국 ODA 기관 PCP/입찰 현황,7,분류 | 세부 분류 | 레코드 유형 | 부문 | status | 기술 | 연도,USD | 건,2026–2026,측정항목 | 분류 | 세부 분류 | 부문 | status,not-required,false,verified-in-production-dom,true
D-018,적응기금 사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,Adaptation Fund 프로젝트 | Adaptation Fund 프로젝트,7,분류 | 세부 분류 | 레코드 유형 | 부문 | status | 기술 | 연도,USD | 건,2026–2026,측정항목 | 분류 | 세부 분류 | 부문,not-required,true,verified-in-production-dom,true
D-019,CTCN 기술지원,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,CTCN 기술지원 요청 | CTCN 기술지원 요청,6,분류 | 세부 분류 | 레코드 유형 | sectors | 기술 | 연도,USD | 건,2025–2025,측정항목 | 분류 | 세부 분류 | sectors,not-required,false,verified-in-production-dom,true
D-020,녹색기후기금 사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,GCF 승인 프로젝트 건수 | GCF 승인 프로젝트 레지스트리 | GCF 승인액 총계,10,분류 | 세부 분류 | 레코드 유형 | financingType | 부문 | status | targetCountry | targetRegion | 기술 | 연도,건 | USD,2026–2026,측정항목 | 세부 분류 | financingType | 부문 | status | targetCountry | targetRegion,not-required,false,verified-in-production-dom,true
D-021,국제기구·개발은행 사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,주요 국제기구 | 주요 국제기구,6,분류 | 세부 분류 | 레코드 유형 | status | 기술 | 연도,USD | 건,2026–2026,측정항목 | 분류 | 세부 분류 | status,not-required,false,verified-in-production-dom,true
D-022,개발금융·민관협력 투자사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,MDB/DFI/PPP 투자 프로젝트 | MDB/DFI/PPP 투자 프로젝트,6,분류 | dacSectorCode | 세부 분류 | 레코드 유형 | 기술 | 연도,USD | 건,2026–2026,측정항목 | 분류 | dacSectorCode | 세부 분류,not-required,false,verified-in-production-dom,true
D-023,국제협력·기후재원 사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,ODA 및 기후기금 재원 | ODA 및 기후기금 재원,12,분류 | 세부 분류 | 레코드 유형 | financingType | fund | gcfProjectType | 부문 | status | targetCountry | targetRegion | 기술 | 연도,USD | 건,2013–2026,측정항목 | 분류 | 세부 분류 | financingType | fund | gcfProjectType | 부문 | status | targetCountry | targetRegion | 연도,not-required,false,verified-in-production-dom,true
D-024,벤처·임팩트 투자,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",3,VC | VC | VC,5,분류 | 세부 분류 | 레코드 유형 | 기술 | 연도,USD | 개사 | 건,2024–2026,측정항목 | 분류 | 연도,not-required,false,verified-in-production-dom,true
D-025,민간 인프라 투자,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,민간 인프라 투자(PPI) | 민간 인프라 투자(PPI),7,capacity | 분류 | 세부 분류 | 레코드 유형 | status | 기술 | 연도,USD | 건,2024–2024,측정항목 | capacity | 분류 | 세부 분류 | status | 기술,not-required,false,verified-in-production-dom,true
D-026,정치적 위험 보증사업,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,MIGA 정치적 리스크 보증 | MIGA 정치적 리스크 보증,6,분류 | 세부 분류 | 레코드 유형 | status | 기술 | 연도,USD | 건,2018–2018,측정항목 | 세부 분류 | status,not-required,false,verified-in-production-dom,true
E-001,CTCN 국가지정기구,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,CTCN NDE(국가지정기구),2,레코드 유형 | orgCategory,해당없음,null–null,orgCategory,not-required,false,verified-in-production-dom,true
E-002,파리협정 국가지정기관,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,DNA(국가지정기관),3,a64Status | 레코드 유형 | recordStatus,해당없음,null–null,a64Status | recordStatus,not-required,false,verified-in-production-dom,true
E-003,녹색기후기금 국가지정기관,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,GCF NDA(국가지정기관),2,레코드 유형 | role,해당없음,null–null,role,not-required,false,verified-in-production-dom,true
E-004,국제기구 현지사무소,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,국제기구 현지사무소 담당자,6,city | collectionStatus | contactType | 레코드 유형 | orgType | recordStatus,해당없음,null–null,city | collectionStatus | contactType | orgType | recordStatus,not-required,false,verified-in-production-dom,true
E-005,대학·연구기관·시민사회,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,대학,3,city | 레코드 유형 | orgType,기관(건),null–null,city | orgType,not-required,false,verified-in-production-dom,true
E-006,현지 투자자 네트워크,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,현지 투자자 네트워크,9,amountStatus | amountType | city | collectionStatus | 레코드 유형 | fundOrAffiliate | hqCountryIso3 | investSector | recordSourceType,USD(백만),null–null,amountStatus | amountType | city | collectionStatus | fundOrAffiliate | hqCountryIso3 | investSector | recordSourceType,not-required,false,verified-in-production-dom,true
E-007,온실가스 산정·보고·검증 체계,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",6,BTR(격년투명성보고서) 제출 이력 | CBIT(투명성역량강화이니셔티브) 지원 수혜 여부 | GHG 인벤토리 작성 역량(Tier) | MRV 제도 | 국가 인벤토리 | 제3자 검증 체계 보유 여부,3,분류 | 레코드 유형 | 연도,제출 여부(제출/미제출) | 유무(Y/N) | 등급(Tier) | 건(제도·근거 문서),2026–2026,측정항목 | 분류,covered,false,verified-in-production-dom,true
E-008,기후기술 논문·특허,multi-metric-trend,논문·특허 공개 통계 추이,분야·협력구조 분해와 필터 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",5,논문 | 논문 | 논문 | 논문 | 논문,6,분류 | 세부 분류 | detail_2 | 레코드 유형 | 기술 | 연도,건 | 건/문헌 | 비율(0-1) | 위 | 지수,2024–2026,측정항목 | 세부 분류 | detail_2 | 연도,covered,false,verified-in-production-dom,true
E-009,과학기술 인력,kpi-trend,핵심 지표와 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",6,STEM 졸업 비중(남성) | STEM 졸업 비중(여성) | STEM 졸업 비중(전체) | STEM 졸업자 수(절대수) | 연구자 수(백만명당) | 연구자 수(절대수),1,연도,% | 명 | 명/백만명,2016–2023,측정항목 | 연도,not-required,false,verified-in-production-dom,true
E-010,연구개발·혁신 역량,score-trend,핵심 지표와 추세,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",4,GERD | GERD | GII 2025 | GII 2025,2,세부 분류 | 연도,% | USD | 순위 | 점수,2011–2025,측정항목 | 세부 분류 | 연도,covered,false,verified-in-production-dom,true
E-011,기술준비수준,status-only,상태와 향후 수집방향,없음,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,기술준비수준(TRL),2,기술 | 연도,등급,2026–2026,,covered,false,verified-in-production-dom,true
E-012,기술인력과 임금,multi-metric-trend,직군별 종사자 수와 월평균 임금,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",8,고용 구성비 | 고용률 | 직군 내 여성 비중 | 직군별 월평균 임금 | 직군별 종사자 수 | 총 취업자 수 | 평균 월임금 | 평균 월임금,5,분류체계 | 통화 | 직군 | 성별 | 연도,% | 천VND | 천명 | 백만명 | USD | VND,2023–2024,측정항목 | 통화 | 직군 | 성별 | 연도,not-required,false,verified-in-production-dom,true
E-013,운영·유지보수 역량,status-only,상태와 향후 수집방향,없음,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",5,A/S 인프라(서비스센터 | 과거 유사시설 O&M 실적 | 부품 조달 가능성(국내생산/수입의존) | 숙련 기술인력 가용성(등급) | 예방정비 체계 수준(등급),2,분류 | 연도,유무(Y/N) | 구분(국내생산/수입의존) | 등급,2026–2026,측정항목,covered,false,verified-in-production-dom,true
E-014,기후·녹색성장 양자협정,policy-timeline,정책 타임라인,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,양자협정 현황,3,agreementType | 레코드 유형 | status,건(협정),null–null,agreementType | status,covered,false,verified-in-production-dom,true
E-015,NDC 파트너십 참여,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,NDC Partnership 회원 여부,1,연도,회원 여부(Y/N),2026–2026,,not-required,false,verified-in-production-dom,true
E-016,한국 기후기술 성숙도,capability-scorecard,역량 스코어카드,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,한국 기후기술 TRL(분야별 기술수준,3,레코드 유형 | referenceYear | 부문,건(분야),null–null,referenceYear | 부문,not-required,false,verified-in-production-dom,true
E-017,한국 기후기술 비교우위,evidence-matrix,근거 매트릭스,접힌 원자료 표,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,기후기술 수준 순위 | 기후기술 수준(최고국 대비),1,연도,위 | %,2020–2020,측정항목,covered,false,verified-in-production-dom,true
E-018,한국 기업의 현지 진출,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,국내 기업 개도국 진출 현황,1,레코드 유형,개사(기업),null–null,,not-required,false,verified-in-production-dom,true
E-019,한국 기관 현지사무소,directory,기관 디렉터리,필터 가능한 기관 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",1,개도국 내 한국 기관 사무소,2,city | 레코드 유형,개소(사무소),null–null,city,not-required,false,verified-in-production-dom,true
E-020,한국의 공공·민간 지원제도,portfolio-dashboard,사업 포트폴리오,필터 가능한 개별 사업 목록,"분석·유의사항 뒤, 출처·다운로드와 함께 제공",2,한국 공공 | 한국 공공 기후기술 지원사업 예산 규모,2,레코드 유형 | supportType,건(프로그램) | 건(사업),null–null,측정항목 | supportType,not-required,false,verified-in-production-dom,true
